BLOCKNUMBER,CURRENT INDEX,TIMESTAMP,TICK CUMULATIVE,SECONDS LIQUIDITY CUMULATIVE,INITIALIZED,CONSULT_CUMULATIVE_1800_0,CONSULT_CUMULATIVE_1800_1,CONSULT_WEIGHT_1800_0,CONSULT_WEIGHT_1800_1
13876530,16,1640464497,3974451341364,393895573595451274581753992391,True,3974103541764,3974451341364,393895497510118043003069005220,393895573595451274581753992391
13876624,17,1640465721,3974687845092,393895618794047070432659809152,True,3974340045492,3974687845092,393895549248144640476574796496,393895618794047070432659809152
13876653,18,1640466109,3974762813288,393895633121706522058600541916,True,3974415015628,3974762813288,393895565648760914839091338175,393895633121706522058600541916
13876658,19,1640466176,3974775758693,393895635595812664478543915872,True,3974427961502,3974775758693,393895568480826096236742390475,393895635595812664478543915872
13876685,20,1640466424,3974823672045,393895706653153447183805761924,True,3974475880558,3974823672045,393895578285174857974780984816,393895706653153447183805761924
13876706,21,1640466763,3974889162438,393895803783953952575272559552,True,3974541382816,3974889162438,393895590803413399472703429164,393895803783953952575272559552
13876828,22,1640468150,3975157067036,393896201189323571979297480823,True,3974809375319,3975157067036,393895685450559826537880856247,393896201189323571979297480823
13876863,23,1640468628,3975249393692,393896338146617499935407006682,True,3974901717448,3975249393692,393895822407853754493990382106,393896338146617499935407006682
13876876,24,1640468823,3975287057942,393896394018316905691560474344,True,3974939382478,3975287057942,393895878279553160250143849768,393896394018316905691560474344
13878406,25,1640489855,3979349325646,393902420139249735760379612177,True,3979001661046,3979349325646,393901904400485990318962987600,393902420139249735760379612177
13878415,26,1640489936,3979364970634,393902443347494104305243360282,True,3979017305953,3979364970634,393901927608730358863826735706,393902443347494104305243360282
13878420,27,1640490048,3979386605562,393902475437906070688264839144,True,3979038938417,3979386605562,393901959699142325246848214568,393902475437906070688264839144
13878442,28,1640490387,3979452100023,393902572568706576079731636772,True,3979104415250,3979452100023,393902056829942830638315012197,393902572568706576079731636772
13882951,29,1640550367,3991043354983,393904787447608402172322232644,True,3990695501383,3991043354983,393904720979085172979813678583,393904787447608402172322232644
13883297,0,1640554812,3991902360123,393904951698255914662408082929,True,3991554506523,3991902360123,393904885185057821865522924208,393904951698255914662408082929
13883314,1,1640555032,3991944874243,393904959827646792670916268994,True,3991597021963,3991944874243,393904893314448699874031110274,393904959827646792670916268994
13883329,2,1640555176,3991972701523,393904965148702640094667081691,True,3991624850251,3991972701523,393904898635504547297781922971,393904965148702640094667081691
13883349,3,1640555414,3992018691929,393904973943225499031144119344,True,3991670844227,3992018691929,393904907430027406234258960624,393904973943225499031144119344
13884581,4,1640571817,3995188210813,393905580063219008001870374063,True,3994840400413,3995188210813,393905513550020915204985215342,393905580063219008001870374063
13886165,5,1640593502,3999378359993,393906381074657829537116270534,True,3999030549593,3999378359993,393906314585352324406221983531,393906381074657829537116270534
13886201,6,1640593888,3999452946001,393906402118794113402212194350,True,3999105135601,3999452946001,393906328843614504950958202855,393906402118794113402212194350
13887998,7,1640617302,4003977186393,393907266402905659038292105868,True,4003629375993,4003977186393,393907199959265068701530175367,393907266402905659038292105868
13888585,8,1640625856,4005629879071,393907582157850997783104080034,True,4005282106471,4005629879071,393907515714210407446342149533,393907582157850997783104080034
13888586,9,1640625871,4005632777071,393907582711548002702577096121,True,4005285004576,4005632777071,393907516267907412365815165621,393907582711548002702577096121
13888662,10,1640627028,4005856294430,393907915022899877260088991433,True,4005508545075,4005856294430,393907558976403058487833806503,393907915022899877260088991433
13888674,11,1640627214,4005892227026,393907968445468112927934464663,True,4005544481577,4005892227026,393907565842245919489299205988,393907968445468112927934464663
13889246,12,1640634786,4007354963270,393910143260987900438288891030,True,4007007244670,4007354963270,393909626268392071394623021053,393910143260987900438288891030
13890323,13,1640648650,4010033196926,393914125252848219250168680671,True,4009685474726,4010033196926,393913608260252390206502810694,393914125252848219250168680671
13890401,14,1640649761,4010247819906,393914444352167089287675781528,True,4009900096595,4010247819906,393913927359571260244009911552,393914444352167089287675781528
13890403,15,1640649775,4010250524734,393914444868950960545850596543,True,4009902801101,4010250524734,393913931380624783358793979429,393914444868950960545850596543
13890405,16,1640649786,4010252650099,393914445274995430820130808340,True,4009904926070,4010252650099,393913934540023980091838604190,393914445274995430820130808340
13890425,17,1640650174,4010327618295,393914459597291291403832824470,True,4009979879522,4010327618295,393914045980650192130139913941,393914459597291291403832824470
13890541,18,1640651655,4010613814140,393914514265642243786468612842,True,4010265982072,4010613814140,393914447822001653449706682342,393914514265642243786468612842
13890544,19,1640651692,4010620964538,393914515631428189254502052524,True,4010273131101,4010620964538,393914449187787598917740122025,393914515631428189254502052524
13890831,20,1640655546,4011365823264,393914657894645319897768985939,True,4011017939064,4011365823264,393914591451004729561007055439,393914657894645319897768985939
13890835,21,1640655615,4011379159998,393914660441651542527344859941,True,4011031274625,4011379159998,393914593998010952190582929441,393914660441651542527344859941
13890851,22,1640655742,4011403710622,393914665129619517512216396148,True,4011055819788,4011403710622,393914598685978927175454465649,393914665129619517512216396148
13890865,23,1640655911,4011436382209,393914671367939106271612377400,True,4011088482249,4011436382209,393914604924298515934850446901,393914671367939106271612377400
13890871,24,1640656023,4011458035281,393914675502210076337010897520,True,4011110128377,4011458035281,393914609058569486000248967021,393914675502210076337010897520
13891021,25,1640658063,4011852432561,393914750805002745385341085420,True,4011504434961,4011852432561,393914684361362155048579154920,393914750805002745385341085420
13891081,26,1640658949,4012023745091,393914783510039169295547235655,True,4011675727113,4012023745091,393914717066398578958785305155,393914783510039169295547235655
13891142,27,1640659737,4012176122227,393914812597588494398529680785,True,4011828072729,4012176122227,393914746153947904061767750285,393914812597588494398529680785
13891242,28,1640660954,4012411468121,393914857520872160198440386017,True,4012063386351,4012411468121,393914791077231569861678455517,393914857520872160198440386017
13891255,29,1640661088,4012437383185,393914862467232070812399329732,True,4012089298199,4012437383185,393914796023591480475637399232,393914862467232070812399329732
13891258,0,1640661108,4012441251385,393914863312267575725847293318,True,4012093165639,4012441251385,393914796761854153701601420682,393914863312267575725847293318
13891261,1,1640661161,4012451502804,393914865551611663746484396822,True,4012103414355,4012451502804,393914798718250237750406077525,393914865551611663746484396822
13891551,2,1640664911,4013176906554,393915023995768835017977569282,True,4012828712754,4013176906554,393914947942573392807660846501,393915023995768835017977569282
13891560,3,1640665106,4013214632619,393915032234865007924095214249,True,4012866433749,4013214632619,393914956181669565713778491469,393915032234865007924095214249
13891561,4,1640665118,4013216954391,393915032741886310872163992400,True,4012868755041,4013216954391,393914956688690868661847269620,393915032741886310872163992400
13891568,5,1640665187,4013230306029,393915035657258802823559466773,True,4012882102470,4013230306029,393914959604063360613242743994,393915035657258802823559466773
13891569,6,1640665202,4013233208799,393915036291035431508645439462,True,4012885004085,4013233208799,393914960237839989298328716684,393915036291035431508645439462
13891602,7,1640665652,4013320299999,393915055304334292061224620157,True,4012972052535,4013320299999,393914979251138849850907897379,393915055304334292061224620157
13891916,8,1640670307,4014221275249,393915251986348060666238144904,True,4013872885249,4014221275249,393915175933152618455921422123,393915251986348060666238144904
13893034,9,1640685196,4017103041199,393915874909351360788403306551,True,4016754651199,4017103041199,393915799601311469578792366194,393915874909351360788403306551
13894049,10,1640698714,4019719706941,393916440472730943772581468626,True,4019371282741,4019719706941,393916365164691052562970528269,393916440472730943772581468626
13894324,11,1640702360,4020425459515,393916592702580219964410756092,True,4020077035315,4020425459515,393916517547964559749026028324,393916592702580219964410756092
13894775,12,1640708598,4021633398311,393916853154649142421744942986,True,4021284842711,4021633398311,393916778000156667201610038143,393916853154649142421744942986
13894777,13,1640708626,4021638820623,393916854323719025369613708172,True,4021290264687,4021638820623,393916779169226550149478803329,393916854323719025369613708172
13894795,14,1640708813,4021675036726,393916862131435743628594389952,True,4021326475741,4021675036726,393916786976943268408459485110,393916862131435743628594389952
13894796,15,1640708851,4021682396224,393916863718030584772130571276,True,4021333834137,4021682396224,393916788563538109551995666435,393916863718030584772130571276
13894800,16,1640708899,4021691693440,393916865722150384111334168738,True,4021343128953,4021691693440,393916790567657908891199263897,393916865722150384111334168738
13894806,17,1640708986,4021708544818,393916869354617520413640689138,True,4021359975807,4021708544818,393916794200125045193505784298,393916869354617520413640689138
13895032,18,1640711857,4022264648905,393916989226033018389755862362,True,4021915994305,4022264648905,393916914071540543169620957519,393916989226033018389755862362
13895040,19,1640711970,4022286538474,393916993944065046000797664721,True,4021937882066,4022286538474,393916918789572570780662759878,393916993944065046000797664721
13895052,20,1640712070,4022305910674,393916998119314627957471826101,True,4021957251766,4022305910674,393916922964822152737336921259,393916998119314627957471826101
13895084,21,1640712543,4022397553478,393917017868245150612540609429,True,4022048870447,4022397553478,393916942713752675392405704587,393917017868245150612540609429
13895095,22,1640712704,4022428751253,393917024590396977562786009251,True,4022080055664,4022428751253,393916949435904502342651104409,393917024590396977562786009251
13895103,23,1640712806,4022448519465,393917028853126041478885721041,True,4022099812758,4022448519465,393916953694659075938458749016,393917028853126041478885721041
13895108,24,1640712855,4022458016008,393917030900907650615051268861,True,4022109303911,4022458016008,393916955740531371097229088093,393917030900907650615051268861
13895122,25,1640712985,4022483212868,393917036333797634037531293691,True,4022134484521,4022483212868,393916961168355827640905497887,393917036333797634037531293691
13895507,26,1640718265,4023506608868,393917256992713883812104609903,True,4023157723868,4023506608868,393917181768083344116227343012,393917256992713883812104609903
13895508,27,1640718268,4023507190352,393917257118088268044931072014,True,4023158305343,4023507190352,393917181893457728349053805124,393917257118088268044931072014
13895513,28,1640718306,4023514556082,393917258706163801660732925426,True,4023165670693,4023514556082,393917183481533261964855658536,393917258706163801660732925426
13895522,29,1640718427,4023538011569,393917263762930632384733563922,True,4023189123518,4023538011569,393917188538300092688856297032,393917263762930632384733563922
13895526,0,1640718490,4023550225127,393917266395792701274089268263,True,4023201334493,4023550225127,393917191171162161578212001373,393917266395792701274089268263
13895535,1,1640718573,4023566316835,393917269864483998382288053347,True,4023217421968,4023566316835,393917194639853458686410786458,393917269864483998382288053347
13895736,2,1640721220,4024079551606,393917380486482353146169789713,True,4023730544206,4024079551606,393917305261851813450292522822,393917380486482353146169789713
13895748,3,1640721379,4024110380593,393917883402605786102478502755,True,4023761373193,4024110380593,393917311906694177790095014731,393917883402605786102478502755
13895857,4,1640722835,4024392688801,393917944084505517429463578453,True,4024043681401,4024392688801,393917372755061992121871292838,393917944084505517429463578453
13895946,5,1640724155,4024648627561,393917998900637683262185612995,True,4024299620161,4024648627561,393917924079483627981006960091,393917998900637683262185612995
13895973,6,1640724433,4024702529815,393918010486879527567750071129,True,4024353522415,4024702529815,393917935665725472286571418225,393918010486879527567750071129
13898047,7,1640752100,4030066635442,393919163568005809589519363265,True,4029717649642,4030066635442,393919088549173724157807044406,393919163568005809589519363265
13900114,8,1640779711,4035419883733,393920313818103367379617962471,True,4035070897933,4035419883733,393920238831678551037501506038,393920313818103367379617962471
13900128,9,1640779938,4035463901984,393920323274724719218318204476,True,4035114908920,4035463901984,393920248288299902876201748043,393920323274724719218318204476
13900129,10,1640779960,4035468168488,393920324191225466973610738943,True,4035119174302,4035468168488,393920249204800650631494282511,393920324191225466973610738943
13900132,11,1640780021,4035479998462,393920326732432085749649129966,True,4035131001043,4035479998462,393920251746007269407532673534,393920326732432085749649129966
13900134,12,1640780050,4035485622577,393920327940546707790716561764,True,4035136623592,4035485622577,393920252954121891448600105332,393920327940546707790716561764
13900156,13,1640780261,4035526543073,393920336730622061261931324156,True,4035177532483,4035526543073,393920261744197244919814867725,393920336730622061261931324156
13900175,14,1640780535,4035579686195,393920348145222283305120162524,True,4035230655877,4035579686195,393920273158797466963003706094,393920348145222283305120162524
13900195,15,1640780769,4035625074005,393920357893457509429595301860,True,4035276024031,4035625074005,393920282907032693087478845430,393920357893457509429595301860
13900197,16,1640780821,4035635160705,393920360059732004123923110601,True,4035286105843,4035635160705,393920285073307187781806654171,393920360059732004123923110601
13900231,17,1640781240,4035716441258,393920377514905336372449107959,True,4035367341982,4035716441258,393920302528480520030332651530,393920377514905336372449107959
13900447,18,1640784042,4036260012446,393920494243773300478343725139,True,4035910823246,4036260012446,393920419257348484136227268706,393920494243773300478343725139
13900456,19,1640784142,4036279412346,393920498409685790275127972718,True,4035930222646,4036279412346,393920423423260973933011516286,393920498409685790275127972718
13900488,20,1640784616,4036371384936,393921976290793510406080961397,True,4036022175802,4036371384936,393920443169686175569768849813,393921976290793510406080961397
13900525,21,1640785128,4036470736488,393923572651821258733186299380,True,4036121500730,4036470736488,393920464499158123329304197420,393923572651821258733186299380
13900964,22,1640790772,4037565954688,393941170037838078182761548553,True,4037216664688,4037565954688,393935557831099900470281844706,393941170037838078182761548553
13900968,23,1640790799,4037571193768,393941254220939150848448744110,True,4037221904038,4037571193768,393935642014200973135969040263,393941254220939150848448744110
13901161,24,1640793260,4038048642534,393948927354707292709789050314,True,4037699431734,4038048642534,393943315147969114997309346467,393948927354707292709789050314
13901175,25,1640793466,4038088604474,393948933039412251523217112835,True,4037739396970,4038088604474,393943957433851373113293134796,393948933039412251523217112835
13901177,26,1640793477,4038090738353,393948933342964458061798222969,True,4037741531036,4038090738353,393943991730670328643758288541,393948933342964458061798222969
13902178,27,1640806689,4040653707809,393949297936760166037582504718,True,4040304529409,4040653707809,393949248264580914269764482681,393949297936760166037582504718
13902189,28,1640806825,4040680091537,393949301689769265060039866382,True,4040330911777,4040680091537,393949252017590013292221844346,393949301689769265060039866382
13902627,29,1640812721,4041823909641,393949464393751969739514898564,True,4041474711441,4041823909641,393949414721572717971696876527,393949464393751969739514898564
13903099,0,1640819014,4043044921552,393969085292087165486534218735,True,4042695672952,4043044921552,393963473085348987774054514888,393969085292087165486534218735
13903149,1,1640819697,4043177441993,393971072417882990525022395400,True,4042828193393,4043177441993,393965602606016862983845424736,393971072417882990525022395400
13903167,2,1640820024,4043240891111,393972023794362104416070175443,True,4042891640222,4043240891111,393966622156907631934945904268,393972023794362104416070175443
13903169,3,1640820031,4043242249979,393972044160219455477958048410,True,4042892998411,4043242249979,393966643982156058181605547561,393972044160219455477958048410
13903240,4,1640820899,4043410819051,393975085328599366868953435200,True,4043061413847,4043410819051,393969332591783571238029819052,393975085328599366868953435200
13903266,5,1640821271,4043483072239,393976388686476471750808600967,True,4043133591891,4043483072239,393970414891631370526928211027,393976388686476471750808600967
13903269,6,1640821311,4043490842679,393976528832484762598319909114,True,4043141352971,4043490842679,393970531267959090880573199412,393976528832484762598319909114
13903289,7,1640821521,4043531638329,393977264599028289547754276885,True,4043182098809,4043531638329,393971142243679622737209388430,393977264599028289547754276885
13903333,8,1640822087,4043641597979,393979247665045605040039287165,True,4043291966203,4043641597979,393972941094672516902030420550,393979247665045605040039287165
13904463,9,1640836960,4046531540863,394031357454578349415931438940,True,4046181786463,4046531540863,394025050884205261277922572322,394031357454578349415931438940
13905183,10,1640846886,4048460242071,394061576189923518808800278980,True,4048110487671,4048460242071,394056096266125281360969943288,394061576189923518808800278980
13905204,11,1640847147,4048510954893,394062370778874263238735677655,True,4048161202059,4048510954893,394056890855076025790905341963,394062370778874263238735677655
13905219,12,1640847399,4048559909925,394063137968206016481431924651,True,4048210167675,4048559909925,394057658044407779033601588960,394063137968206016481431924651
13905313,13,1640848998,4048870538061,394068005967180117414254539523,True,4048520862459,4048870538061,394062526043381879966424203832,394068005967180117414254539523
13905338,14,1640849306,4048930364289,394068943643030038044216619185,True,4048580696173,4048930364289,394063463719231800596386283494,394068943643030038044216619185
13905447,15,1640850617,4049184986709,394072934854196420985386380346,True,4048835376277,4049184986709,394067454930398183537556044656,394072934854196420985386380346
13905545,16,1640851919,4049437857243,394076898665743812739316989829,True,4049088265149,4049437857243,394071418741945575291486654138,394076898665743812739316989829
13905957,17,1640857893,4050597948303,394077103673348274780804364077,True,4050248406303,4050597948303,394077041903397147952100434775,394077103673348274780804364077
13906450,18,1640864505,4051881932583,394077330574316308691600360744,True,4051532390583,4051881932583,394077268804542796737663156569,394077330574316308691600360744
13906509,19,1640865101,4051997646579,394077351026974649316348457237,True,4051648127823,4051997646579,394077289257201137362411253062,394077351026974649316348457237
13906525,20,1640865398,4052055309129,394077361218987278788748095925,True,4051705802253,4052055309129,394077299449213766834810891751,394077361218987278788748095925
13906527,21,1640865407,4052057056353,394077361527836146348517781945,True,4051707549963,4052057056353,394077299758062634394580577772,394077361527836146348517781945
13906648,22,1640866956,4052357771468,394077414684157907468878187092,True,4052008324829,4052357771468,394077352914384395514940982919,394077414684157907468878187092
13906708,23,1640867683,4052498901070,394077439632283098130273935666,True,4052149464613,4052498901070,394077377862509586176336731493,394077439632283098130273935666
13906899,24,1640870037,4052955868966,394077520413420235430034034903,True,4052606445766,4052955868966,394077458643646723476096830728,394077520413420235430034034903
13907720,25,1640881307,4055143646446,394077907155629747175915233272,True,4054794223246,4055143646446,394077845386687677864239442937,394077907155629747175915233272
13907808,26,1640882319,4055340099934,394077941910912712581377485593,True,4054990676734,4055340099934,394077880114559552388359387281,394077941910912712581377485593
13907814,27,1640882413,4055358346086,394077945139170221225758366737,True,4055008924390,4055358346086,394077883340270971563524678554,394077945139170221225758366737
13908419,28,1640890682,4056963342448,394078229122801486974540347416,True,4056613966048,4056963342448,394078167305104512933204325500,394078229122801486974540347416
13908594,29,1640892959,4057405301317,394078307322188159136830415139,True,4057055926717,4057405301317,394078245504491185095494393223,394078307322188159136830415139
13908613,0,1640893259,4057463527717,394078317625137654810386418791,True,4057114155817,4057463527717,394078255807440680769050396876,394078317625137654810386418791
13908614,1,1640893299,4057471290557,394078318998864254233527219278,True,4057121919697,4057471290557,394078257181167280192191197363,394078318998864254233527219278
13909048,2,1640898857,4058549909385,394078509878175244078941446949,True,4058200590585,4058549909385,394078448060478270037605425033,394078509878175244078941446949
13909504,3,1640904924,4059727307807,394095165536624447240163047747,True,4059377989007,4059727307807,394090224019365741835482170635,394095165536624447240163047747
13909557,4,1640905702,4059878293489,394097301370195154353964004632,True,4059528972355,4059878293489,394092359852936448949283127520,394097301370195154353964004632
13909984,5,1640911893,4061079774668,394113898687597604766323334316,True,4060730450468,4061079774668,394109073106702044963020670217,394113898687597604766323334316
13911917,6,1640937261,4066002967796,394181907207685694260868880342,True,4065653639996,4066002967796,394177081626790134457566216243,394181907207685694260868880342
13912061,7,1640939073,4066354657064,394186764959120557796193562201,True,4066005296864,4066354657064,394181939378224997992890898102,394186764959120557796193562201
13912118,8,1640939790,4066493785895,394188687148843955784509123400,True,4066144458677,4066493785895,394183861567948395981206459301,394188687148843955784509123400
13912121,9,1640939816,4066498830363,394188756851679113870556828548,True,4066149504991,4066498830363,394183931270783554067254164449,394188756851679113870556828548
13912178,10,1640940606,4066652082463,394190842339066445616387720391,True,4066302835301,4066652082463,394186049164621049758703667026,394190842339066445616387720391
13912180,11,1640940637,4066658095626,394190924174647467495021590830,True,4066308852060,4066658095626,394186132271847584399760546241,394190924174647467495021590830
13912645,12,1640947010,4067894183587,394207747986191094350945987941,True,4067545060987,4067894183587,394202996242776920752850285006,394207747986191094350945987941
13913251,13,1640955375,4069516575337,394229830393779739988762962966,True,4069167465337,4069516575337,394225078650365566390667260031,394229830393779739988762962966
13913374,14,1640956979,4069827671137,394231063487242304630206380534,True,4069478561137,4069827671137,394229312981719085530303653090,394231063487242304630206380534
13914387,15,1640970863,4072520472937,394237854358307106717188789091,True,4072171362937,4072520472937,394236973951513917163993144074,394237854358307106717188789091
13914401,16,1640970993,4072545686697,394237917943242170407141807897,True,4072196576437,4072545686697,394237037536448980853946162881,394237917943242170407141807897
13914421,17,1640971324,4072609886133,394238079840269140263868340397,True,4072260773887,4072609886133,394237199433475950710672695381,394238079840269140263868340397
13914430,18,1640971441,4072632582027,394238137066710697584826057323,True,4072283466037,4072632582027,394237256659917508031630412307,394238137066710697584826057323
13914433,19,1640971476,4072639371957,394238154185731676270582639309,True,4072290254287,4072639371957,394237273778938486717386994294,394238154185731676270582639309
13914764,20,1640976294,4073574145863,394251070657262124677422770212,True,4073224915263,4073574145863,394246245076366564874120106113,394251070657262124677422770212
13914876,21,1640977707,4073848352643,394254858738265139123015361529,True,4073499061284,4073848352643,394250033157369579319712697430,394254858738265139123015361529
13914901,22,1640977987,4073902690003,394255609384182226203529109277,True,4073553386044,4073902690003,394250783803286666400226445179,394255609384182226203529109277
13914903,23,1640978001,4073905406997,394255646916478080557554796664,True,4073556102282,4073905406997,394250821335582520754252132566,394255646916478080557554796664
13914915,24,1640978136,4073931607797,394256008835045247542802496471,True,4073582296383,4073931607797,394251183254149687739499832374,394256008835045247542802496471
13914924,25,1640978291,4073961691437,394256424371177920748086892546,True,4073612375683,4073961691437,394251598790282360944784228449,394256424371177920748086892546
13914929,26,1640978373,4073977606817,394256644203196496250237347243,True,4073628288603,4073977606817,394251818622300936446934683147,394256644203196496250237347243
13914949,27,1640978673,4074035848817,394257448466679089550787791259,True,4073686506603,4074035848817,394252622885783529747485127163,394257448466679089550787791259
13914979,28,1640979059,4074110789945,394258483285693359597496029226,True,4073761413763,4074110789945,394253657704797799794193365131,394258483285693359597496029226
13915000,29,1640979336,4074164572542,394259225888975620745004272534,True,4073815168383,4074164572542,394254400308080060941701608439,394259225888975620745004272534
13915001,0,1640979367,4074170591750,394259308996202155386061151749,True,4073821184243,4074170591750,394254483415306595582758487654,394259308996202155386061151749
13915007,1,1640979503,4074196998598,394259682355283924238859262464,True,4073847576403,4074196998598,394254848014752037879008022275,394259682355283924238859262464
13915077,2,1640980337,4074358968070,394262408159935353785713137235,True,4074009445777,4074358968070,394257083867233647254538256638,394262408159935353785713137235
13915089,3,1640980495,4074389655778,394262924559377710942071545165,True,4074040120073,4074389655778,394257507446001146392828157153,394262924559377710942071545165
13915101,4,1640980578,4074405777034,394263195832502493498892734141,True,4074056234357,4074405777034,394257729958897997205980446664,394263195832502493498892734141
13915122,5,1640980899,4074468134815,394264244973141712784912031265,True,4074118556385,4074468134815,394258590520824372037569421761,394264244973141712784912031265
13915699,6,1640988874,4076017406165,394290310071577145202369646737,True,4075667727365,4076017406165,394284427039955354813476391834,394290310071577145202369646737
13916383,7,1640997849,4077760835815,394319643520913572280323514932,True,4077411178615,4077760835815,394313760489291781891430260029,394319643520913572280323514932
13916408,8,1640998113,4077812109103,394320506365551434870694525651,True,4077462461671,4077812109103,394314623333929644481801270748,394320506365551434870694525651
13916413,9,1640998212,4077831335299,394320829932290633342083654670,True,4077481692817,4077831335299,394314946900668842953190399768,394320829932290633342083654670
13916439,10,1640998668,4077919885939,394322081783329505377936143538,True,4077570272641,4077919885939,394316437268679696518376691010,394322081783329505377936143538
13916446,11,1640998736,4077933090791,394322268462870389804335198895,True,4077583481913,4077933090791,394316659516540964155290436195,394322268462870389804335198895
13916554,12,1641000100,4078197946855,394326013034837542122104485773,True,4077848424019,4078197946855,394321071517578836717423608662,394326013034837542122104485773
13916556,13,1641000148,4078207266631,394326144808631107599562642495,True,4077857745139,4078207266631,394321203291372402194881765385,394326144808631107599562642495
13917652,14,1641015095,4081108598907,394367178618889924090543237045,True,4080759204507,4081108598907,394362237101631218685862359933,394367178618889924090543237045
13917681,15,1641015464,4081180221807,394368191629927958698502816852,True,4080830830359,4081180221807,394363250112669253293821939741,394368191629927958698502816852
13917685,16,1641015495,4081186238752,394368276733836303069361209735,True,4080836847707,4081186238752,394363335216577597664680332624,394368276733836303069361209735
13917799,17,1641017316,4081539685747,394373233844170163388505737401,True,4081190314747,4081539685747,394368333899853332760026797368,394373233844170163388505737401
13918264,18,1641023315,4082704169634,394389564269701645021975271431,True,4082354766234,4082704169634,394384664325384814393496331398,394389564269701645021975271431
13920940,19,1641059063,4089643321158,394486747280816212498662668402,True,4089293917758,4089643321158,394481853876429779090974481243,394486747280816212498662668402
13921374,20,1641064709,4090739192820,394502096259241658620777948789,True,4090389818220,4090739192820,394497202854855225213089761630,394502096259241658620777948789
13921718,21,1641069148,4091600789403,394503176772222918207832015216,True,4091251414803,4091600789403,394502738627738514680754448293,394503176772222918207832015216
13921734,22,1641069376,4091645039643,394503232270524275987928507026,True,4091295668919,4091645039643,394502794126039872460850940103,394503232270524275987928507026
13921928,23,1641071823,4092119911804,394503827903609462338350066059,True,4091770598404,4092119911804,394503389759125058811272499136,394503827903609462338350066059
13924184,24,1641101768,4097931098394,394511116923934719904093255780,True,4097581786794,4097931098394,394510678779450316377015688857,394511116923934719904093255780
13925223,25,1641116068,4100706184994,394514583061398440754595233437,True,4100356873394,4100706184994,394514146764375035332853725759,394514583061398440754595233437
13926942,26,1641138528,4105064817514,394572884679464767720490873525,True,4104715505914,4105064817514,394568212243466575888851864078,394572884679464767720490873525
13927017,27,1641139498,4105253035344,394575402603308237763096339726,True,4104903746054,4105253035344,394570730167310045931457330280,394575402603308237763096339726
13927018,28,1641139508,4105254975604,394575428561286005495494334222,True,4104905686674,4105254975604,394570756125287813663855324777,394575428561286005495494334222
13927237,29,1641142237,4105784426165,394582512493418819666907032432,True,4105435209965,4105784426165,394577840057420627835268022986,394582512493418819666907032432
13927250,0,1641142476,4105830784995,394582628696992159134840423549,True,4105481578116,4105830784995,394578460453089276639580091462,394582628696992159134840423549
13933470,1,1641226253,4122072548208,394623361696003291373567233769,True,4121723584008,4122072548208,394622486522647596635993576817,394623361696003291373567233769
13933489,2,1641226466,4122113842731,394623465258183715250846783174,True,4121764878105,4122113842731,394622590084828020513273126223,394623465258183715250846783174
13933498,3,1641226603,4122140403469,394623531868600232016984333730,True,4121791438158,4122140403469,394622656695244537279410676780,394623531868600232016984333730
13933504,4,1641226645,4122148546303,394623552289311864894194385725,True,4121799580656,4122148546303,394622677115956170156620728776,394623552289311864894194385725
13933683,5,1641228988,4122602957095,394624691473296527544269429189,True,4122253857895,4122602957095,394623816299940832806695772238,394624691473296527544269429189
13934553,6,1641240248,4124786867875,394630166168843817958202416561,True,4124437752475,4124786867875,394629290995488123220628759609,394630166168843817958202416561
13934626,7,1641241259,4124982989743,394630657724545266502472953881,True,4124633838958,4124982989743,394629782551189571764899296930,394630657724545266502472953881
13934658,8,1641241849,4125097472163,394632189245233562713954629199,True,4124748271228,4125097472163,394630069413567271706659551153,394632189245233562713954629199
13934660,9,1641241870,4125101547171,394632243756986874951990417642,True,4124752344241,4125101547171,394630079623923088145264577151,394632243756986874951990417642
13935246,10,1641249183,4126521110166,394651226826128417654643793241,True,4126171703166,4126521110166,394646554390130225823004783795,394651226826128417654643793241
13935254,11,1641249339,4126551385398,394651631770581594280052507392,True,4126201985106,4126551385398,394646959334583402448413497947,394651631770581594280052507392
13938146,12,1641287721,4133999796318,394751263680849704770034985480,True,4133650488318,4133999796318,394746591244851512938395976033,394751263680849704770034985480
13938489,13,1641292334,4134894953581,394763238095993959725229846910,True,4134545661781,4134894953581,394758565659995767893590837464,394763238095993959725229846910
13938549,14,1641293321,4135086460204,394765800148399634912911903756,True,4134737190118,4135086460204,394761127712401443081272894310,394765800148399634912911903756
13938556,15,1641293435,4135108579282,394766096069346187062249041020,True,4134759311932,4135108579282,394761423633347995230610031575,394766096069346187062249041020
13938574,16,1641293594,4135139428780,394766508801192694007377153521,True,4134790166041,4135139428780,394761836365194502175738144076,394766508801192694007377153521
13938577,17,1641293737,4135167173640,394766880000274772580668474826,True,4134817915334,4135167173640,394762207564276580749029465382,394766880000274772580668474826
13938606,18,1641294143,4135245927490,394767077400487223727032310782,True,4134896699842,4135245927490,394763261458173950684388041957,394767077400487223727032310782
13938608,19,1641294167,4135250581714,394767089069465299656866626208,True,4134901356538,4135250581714,394763323757320593242143228749,394767089069465299656866626208
13938916,20,1641298300,4136051995212,394769098564731458740417695196,True,4135702964412,4136051995212,394768223391375764002844038245,394769098564731458740417695196
13939257,21,1641302992,4136961788088,394771379849945303023026360982,True,4136612762688,4136961788088,394770504676589608285452704030,394771379849945303023026360982
